IC_RSRVDEP_030	com.fasterxml.jackson.annotation.JsonTypeInfo.None	com.fasterxml.jackson.annotation.JsonTypeInfo.	None	Since 2.5, use Void instead.
IC_RSRVDEP_100	javax.servlet.jsp.el.ELException	javax.servlet.jsp.el.	ELException	As of JSP 2.1, replaced by ELException
IC_RSRVDEP_101	javax.servlet.jsp.el.ELParseException	javax.servlet.jsp.el.	ELParseException	As of JSP 2.1, replaced by ELException
IC_RSRVDEP_180	javax.servlet.jsp.tagext.BodyTag.EVAL_BODY_TAG	javax.servlet.jsp.tagext.BodyTag.	EVAL_BODY_TAG	As of Java JSP API 1.2, use BodyTag.EVAL_BODY_BUFFERED or IterationTag.EVAL_BODY_AGAIN.
IC_RSRVDEP_454	javax.servlet.http.HttpServletResponseWrapper.encodeRedirectUrl(String)	javax.servlet.http.HttpServletResponseWrapper.	encodeRedirectUrl(String)	As of version 2.1, use HttpServletResponseWrapper.encodeRedirectURL(String url) instead
IC_RSRVDEP_455	javax.servlet.http.HttpServletResponse.encodeRedirectUrl(String)	javax.servlet.http.HttpServletResponse.	encodeRedirectUrl(String)	As of version 2.1, use encodeRedirectURL(String url) instead
IC_RSRVDEP_457	javax.servlet.http.HttpServletResponseWrapper.encodeUrl(String)	javax.servlet.http.HttpServletResponseWrapper.	encodeUrl(String)	As of version 2.1, use HttpServletResponseWrapper.encodeURL(String url) instead
IC_RSRVDEP_458	javax.servlet.http.HttpServletResponse.encodeUrl(String)	javax.servlet.http.HttpServletResponse.	encodeUrl(String)	As of version 2.1, use encodeURL(String url) instead
IC_RSRVDEP_547	javax.servlet.jsp.JspContext.getExpressionEvaluator()	javax.servlet.jsp.JspContext.	getExpressionEvaluator()	As of JSP 2.1, replaced by JspApplicationContext.getExpressionFactory()
IC_RSRVDEP_570	javax.servlet.http.HttpSessionContext.getIds()	javax.servlet.http.HttpSessionContext.	getIds()	As of Java Servlet API 2.1 with no replacement. This method must return an empty Enumeration and will be removed in a future version of this API.
IC_RSRVDEP_637	javax.servlet.ServletRequestWrapper.getRealPath(String)	javax.servlet.ServletRequestWrapper.	getRealPath(String)	As of Version 2.1 of the Java Servlet API, use ServletContext.getRealPath(java.lang.String) instead
IC_RSRVDEP_638	javax.servlet.ServletRequest.getRealPath(String)	javax.servlet.ServletRequest.	getRealPath(String)	As of Version 2.1 of the Java Servlet API, use ServletContext.getRealPath(java.lang.String) instead.
IC_RSRVDEP_643	javax.servlet.jsp.JspException.getRootCause()	javax.servlet.jsp.JspException.	getRootCause()	As of JSP 2.1, replaced by Throwable.getCause()
IC_RSRVDEP_650	javax.servlet.UnavailableException.getServlet()	javax.servlet.UnavailableException.	getServlet()	As of Java Servlet API 2.2, with no replacement. Returns the servlet that is reporting its unavailability.
IC_RSRVDEP_651	javax.servlet.ServletContext.getServlet(String)	javax.servlet.ServletContext.	getServlet(String)	As of Java Servlet API 2.1, with no direct replacement. This method was originally defined to retrieve a servlet from a ServletContext. In this version, this method always returns null and remains only to preserve binary compatibility. This method will be permanently removed in a future version of the Java Servlet API. In lieu of this method, servlets can share information using the ServletContext class and can perform shared business logic by invoking methods on common non-servlet classes.
IC_RSRVDEP_652	javax.servlet.ServletContext.getServletNames()	javax.servlet.ServletContext.	getServletNames()	As of Java Servlet API 2.1, with no replacement. This method was originally defined to return an Enumeration of all the servlet names known to this context. In this version, this method always returns an empty Enumeration and remains only to preserve binary compatibility. This method will be permanently removed in a future version of the Java Servlet API.
IC_RSRVDEP_653	javax.servlet.ServletContext.getServlets()	javax.servlet.ServletContext.	getServlets()	As of Java Servlet API 2.0, with no replacement. This method was originally defined to return an Enumeration of all the servlets known to this servlet context. In this version, this method always returns an empty enumeration and remains only to preserve binary compatibility. This method will be permanently removed in a future version of the Java Servlet API.
IC_RSRVDEP_654	javax.servlet.http.HttpSessionContext.getSession(String)	javax.servlet.http.HttpSessionContext.	getSession(String)	As of Java Servlet API 2.1 with no replacement. This method must return null and will be removed in a future version of this API.
IC_RSRVDEP_655	javax.servlet.http.HttpSession.getSessionContext()	javax.servlet.http.HttpSession.	getSessionContext()	As of Version 2.1, this method is deprecated and has no replacement. It will be removed in a future version of the Java Servlet API.
IC_RSRVDEP_677	javax.servlet.http.HttpSession.getValue(String)	javax.servlet.http.HttpSession.	getValue(String)	As of Version 2.2, this method is replaced by HttpSession.getAttribute(java.lang.String).
IC_RSRVDEP_685	javax.servlet.http.HttpSession.getValueNames()	javax.servlet.http.HttpSession.	getValueNames()	As of Version 2.2, this method is replaced by HttpSession.getAttributeNames()
IC_RSRVDEP_688	javax.servlet.jsp.JspContext.getVariableResolver()	javax.servlet.jsp.JspContext.	getVariableResolver()	As of JSP 2.1, replaced by ELContext.getELResolver(), which can be obtained by jspContext.getELContext().getELResolver().
IC_RSRVDEP_744	javax.servlet.http.HttpServletRequest.isRequestedSessionIdFromUrl()	javax.servlet.http.HttpServletRequest.	isRequestedSessionIdFromUrl()	As of Version 2.1 of the Java Servlet API, use HttpServletRequest.isRequestedSessionIdFromURL() instead.
IC_RSRVDEP_749	javax.servlet.ServletContext.log(Exception, String)	javax.servlet.ServletContext.	log(Exception, String)	As of Java Servlet API 2.1, use ServletContext.log(String message, Throwable throwable) instead. This method was originally defined to write an exception's stack trace and an explanatory error message to the servlet log file.
IC_RSRVDEP_782	javax.servlet.http.HttpSession.putValue(String, Object)	javax.servlet.http.HttpSession.	putValue(String, Object)	As of Version 2.2, this method is replaced by HttpSession.setAttribute(java.lang.String, java.lang.Object)
IC_RSRVDEP_796	javax.servlet.http.HttpSession.removeValue(String)	javax.servlet.http.HttpSession.	removeValue(String)	As of Version 2.2, this method is replaced by HttpSession.removeAttribute(java.lang.String)
IC_RSRVDEP_884	javax.servlet.http.HttpServletResponseWrapper.setStatus(int, String)	javax.servlet.http.HttpServletResponseWrapper.	setStatus(int, String)	As of version 2.1, due to ambiguous meaning of the message parameter. To set a status code use HttpServletResponseWrapper.setStatus(int), to send an error with a description use HttpServletResponseWrapper.sendError(int, String)
IC_RSRVDEP_885	javax.servlet.http.HttpServletResponse.setStatus(int, String)	javax.servlet.http.HttpServletResponse.	setStatus(int, String)	As of version 2.1, due to ambiguous meaning of the message parameter. To set a status code use setStatus(int), to send an error with a description use sendError(int, String). Sets the status code and message for this response.
IC_RSRVDEP_1046	javax.servlet.UnavailableException(int, Servlet, String)	javax.servlet.	UnavailableException(int, Servlet, String)	As of Java Servlet API 2.2, use UnavailableException.UnavailableException(String, int) instead.
IC_RSRVDEP_1047	javax.servlet.UnavailableException(Servlet, String)	javax.servlet.	UnavailableException(Servlet, String)	As of Java Servlet API 2.2, use UnavailableException.UnavailableException(String) instead.
IC_OSRVDEP_001	javax.servlet.http.HttpSessionContext	javax.servlet.http	HttpSessionContext	As of Java(tm) Servlet API 2.1 for security reasons, with no replacement. This interface will be removed in a future version of this API.
IC_OSRVDEP_002	javax.servlet.SingleThreadModel	javax.servlet	SingleThreadModel	As of Java Servlet API 2.4, with no direct replacement.
IC_OSRVDEP_003	javax.servlet.http.HttpUtils	javax.servlet.http	HttpUtils	As of Java(tm) Servlet API 2.3. These methods were only useful with the default encoding and have been moved to the request interfaces.
IC_OSRVDEP_004	javax.servlet.http.HttpServletResponse.encodeRedirectUrl(String)	javax.servlet.http.HttpServletResponse	encodeRedirectUrl(String)	As of version 2.1, use encodeRedirectURL(String url) instead
IC_OSRVDEP_005	javax.servlet.http.HttpServletResponse.encodeUrl(String)	javax.servlet.http.HttpServletResponse	encodeUrl(String)	As of version 2.1, use encodeURL(String url) instead
IC_OSRVDEP_006	javax.servlet.http.HttpSessionContext.getIds()	javax.servlet.http.HttpSessionContext	getIds()	As of Java Servlet API 2.1 with no replacement. This method must return an empty Enumeration and will be removed in a future version of this API.
IC_OSRVDEP_007	javax.servlet.ServletRequest.getRealPath(String)	javax.servlet.ServletRequest	getRealPath(String)	As of Version 2.1 of the Java Servlet API, use ServletContext.getRealPath(java.lang.String) instead.
IC_OSRVDEP_008	javax.servlet.UnavailableException.getServlet()	javax.servlet.UnavailableException	getServlet()	As of Java Servlet API 2.2, with no replacement. Returns the servlet that is reporting its unavailability.
IC_OSRVDEP_009	javax.servlet.ServletContext.getServlet(String)	javax.servlet.ServletContext	getServlet(String)	As of Java Servlet API 2.1, with no direct replacement. This method was originally defined to retrieve a servlet from a ServletContext. In this version, this method always returns null and remains only to In lieu of this method, servlets can share information using the ServletContext class and can perform shared business logic by invoking methods on common non-servlet classes. preserve binary compatibility. This method will be permanently removed in a future version of the Java Servlet API
IC_OSRVDEP_010	javax.servlet.ServletContext.getServletNames()	javax.servlet.ServletContext	getServletNames()	As of Java Servlet API 2.1, with no replacement. This method was originally defined to return an Enumeration of all the servlet names known to this context. In this version, this method always returns an empty Enumeration and remains only to preserve binary compatibility. This method will be permanently removed in a future version of the Java Servlet API.
IC_OSRVDEP_011	javax.servlet.ServletContext.getServlets()	javax.servlet.ServletContext	getServlets()	As of Java Servlet API 2.0, with no replacement. This method was originally defined to return an Enumeration of all the servlets known to this servlet context. In this version, this method always returns an empty enumeration and remains only to preserve binary compatibility. This method will be permanently removed in a future version of the Java Servlet API.
IC_OSRVDEP_012	javax.servlet.http.HttpSessionContext.getSession(String)	javax.servlet.http.HttpSessionContext	getSession(String)	As of Java Servlet API 2.1 with no replacement. This method must return null and will be removed in a future version of this API.
IC_OSRVDEP_013	javax.servlet.http.HttpSession.getSessionContext()	javax.servlet.http.HttpSession	getSessionContext()	As of Version 2.1, this method is deprecated and has no replacement. It will be removed in a future version of the Java Servlet API.
IC_OSRVDEP_014	javax.servlet.http.HttpSession.getValue(String)	javax.servlet.http.HttpSession	getValue(String)	As of Version 2.2, this method is replaced by HttpSession.getAttribute(java.lang.String).
IC_OSRVDEP_015	javax.servlet.http.HttpSession.getValueNames()	javax.servlet.http.HttpSession	getValueNames()	As of Version 2.2, this method is replaced by HttpSession.getAttributeNames()
IC_OSRVDEP_016	javax.servlet.http.HttpServletRequest.isRequestedSessionIdFromUrl()	javax.servlet.http.HttpServletRequest	isRequestedSessionIdFromUrl()	As of Version 2.1 of the Java Servlet API, use HttpServletRequest.isRequestedSessionIdFromURL() instead.
IC_OSRVDEP_017	javax.servlet.ServletContext.log(Exception, String)	javax.servlet.ServletContext	log(Exception, String)	As of Java Servlet API 2.1, use ServletContext.log(String message, Throwable throwable) instead. This method was originally defined to write an exception's stack trace and an explanatory error message to the servlet log file.
IC_OSRVDEP_018	javax.servlet.http.HttpSession.putValue(String, Object)	javax.servlet.http.HttpSession	putValue(String, Object)	As of Version 2.2, this method is replaced by HttpSession.setAttribute(java.lang.String, java.lang.Object)
IC_OSRVDEP_019	javax.servlet.http.HttpSession.removeValue(String)	javax.servlet.http.HttpSession	removeValue(String)	As of Version 2.2, this method is replaced by HttpSession.removeAttribute(java.lang.String)
IC_OSRVDEP_020	javax.servlet.http.HttpServletResponse.setStatus(int, String)	javax.servlet.http.HttpServletResponse	setStatus(int, String)	As of version 2.1, due to ambiguous meaning of the message parameter. To set a status code use setStatus(int), to send an error with a description use sendError(int, String). Sets the status code and message for this response.
IC_OSRVDEP_021	javax.servlet.UnavailableException(int, Servlet, String)	javax.servlet	UnavailableException(int, Servlet, String)	As of Java Servlet API 2.2, use UnavailableException.UnavailableException(String, int) instead.
IC_OSRVDEP_022	javax.servlet.UnavailableException(Servlet, String)	javax.servlet	UnavailableException(Servlet, String)	As of Java Servlet API 2.2, use UnavailableException.UnavailableException(String) instead.
IC_ASRVDEP_001	javax.servlet.http.HttpSessionContext	javax.servlet.http	HttpSessionContext	As of Java(tm) Servlet API 2.1 for security reasons, with no replacement. This interface will be removed in a future version of this API.
IC_ASRVDEP_002	javax.servlet.SingleThreadModel	javax.servlet	SingleThreadModel	As of Java Servlet API 2.4, with no direct replacement.
IC_ASRVDEP_003	javax.servlet.http.HttpUtils	javax.servlet.http	HttpUtils	As of Java(tm) Servlet API 2.3. These methods were only useful with the default encoding and have been moved to the request interfaces.
IC_ASRVDEP_004	javax.servlet.http.HttpServletResponseWrapper.encodeRedirectUrl(String)	javax.servlet.http.HttpServletResponseWrapper	encodeRedirectUrl(String)	As of Version 3.0 of the Java Servlet API
IC_ASRVDEP_005	javax.servlet.http.HttpServletResponse.encodeRedirectUrl(String)	javax.servlet.http.HttpServletResponse	encodeRedirectUrl(String)	As of version 2.1, use encodeRedirectURL(String url) instead
IC_ASRVDEP_006	javax.servlet.http.HttpServletResponseWrapper.encodeUrl(String)	javax.servlet.http.HttpServletResponseWrapper	encodeUrl(String)	As of Version 3.0 of the Java Servlet API
IC_ASRVDEP_007	javax.servlet.http.HttpServletResponse.encodeUrl(String)	javax.servlet.http.HttpServletResponse	encodeUrl(String)	As of version 2.1, use encodeURL(String url) instead
IC_ASRVDEP_008	javax.servlet.http.HttpSessionContext.getIds()	javax.servlet.http.HttpSessionContext	getIds()	As of Java Servlet API 2.1 with no replacement. This method must return an empty Enumeration and will be removed in a future version of this API.
IC_ASRVDEP_009	javax.servlet.ServletRequestWrapper.getRealPath(String)	javax.servlet.ServletRequestWrapper	getRealPath(String)	As of Version 3.0 of the Java Servlet API
IC_ASRVDEP_010	javax.servlet.ServletRequest.getRealPath(String)	javax.servlet.ServletRequest	getRealPath(String)	As of Version 2.1 of the Java Servlet API, use ServletContext.getRealPath(java.lang.String) instead.
IC_ASRVDEP_011	javax.servlet.UnavailableException.getServlet()	javax.servlet.UnavailableException	getServlet()	As of Java Servlet API 2.2, with no replacement.
IC_ASRVDEP_012	javax.servlet.ServletContext.getServlet(String)	javax.servlet.ServletContext	getServlet(String)	As of Java Servlet API 2.1, with no direct replacement. This method was originally defined to retrieve a servlet from a ServletContext. In this version, this method always returns null and remains only to preserve In lieu of this method, servlets can share information using the ServletContext class and can perform shared business logic by invoking methods on common non-servlet classes.binary compatibility. This method will be permanently removed in a future version of the Java Servlet API.
IC_ASRVDEP_013	javax.servlet.ServletContext.getServletNames()	javax.servlet.ServletContext	getServletNames()	As of Java Servlet API 2.1, with no replacement. This method was originally defined to return an Enumeration of all the servlet names known to this context. In this version, this method always returns an empty Enumeration and remains only to preserve binary compatibility. This method will be permanently removed in a future version of the Java Servlet API.
IC_ASRVDEP_014	javax.servlet.ServletContext.getServlets()	javax.servlet.ServletContext	getServlets()	As of Java Servlet API 2.0, with no replacement. This method was originally defined to return an Enumeration of all the servlets known to this servlet context. In this version, this method always returns an empty enumeration and remains only to preserve binary compatibility. This method will be permanently removed in a future version of the Java Servlet API.
IC_ASRVDEP_015	javax.servlet.http.HttpSessionContext.getSession(String)	javax.servlet.http.HttpSessionContext	getSession(String)	As of Java Servlet API 2.1 with no replacement. This method must return null and will be removed in a future version of this API.
IC_ASRVDEP_016	javax.servlet.http.HttpSession.getSessionContext()	javax.servlet.http.HttpSession	getSessionContext()	As of Version 2.1, this method is deprecated and has no replacement. It will be removed in a future version of the Java Servlet API.
IC_ASRVDEP_017	javax.servlet.http.HttpSession.getValue(String)	javax.servlet.http.HttpSession	getValue(String)	As of Version 2.2, this method is replaced by HttpSession.getAttribute(java.lang.String).
IC_ASRVDEP_018	javax.servlet.http.HttpSession.getValueNames()	javax.servlet.http.HttpSession	getValueNames()	As of Version 2.2, this method is replaced by HttpSession.getAttributeNames()
IC_ASRVDEP_019	javax.servlet.http.HttpServletRequestWrapper.isRequestedSessionIdFromUrl()	javax.servlet.http.HttpServletRequestWrapper	isRequestedSessionIdFromUrl()	As of Version 3.0 of the Java Servlet API
IC_ASRVDEP_020	javax.servlet.http.HttpServletRequest.isRequestedSessionIdFromUrl()	javax.servlet.http.HttpServletRequest	isRequestedSessionIdFromUrl()	As of Version 2.1 of the Java Servlet API, use HttpServletRequest.isRequestedSessionIdFromURL() instead.
IC_ASRVDEP_021	javax.servlet.ServletContext.log(Exception, String)	javax.servlet.ServletContext	log(Exception, String)	As of Java Servlet API 2.1, use ServletContext.log(String message, Throwable throwable) instead. This method was originally defined to write an exception's stack trace and an explanatory error message to the servlet log file.
IC_ASRVDEP_022	javax.servlet.http.HttpSession.putValue(String, Object)	javax.servlet.http.HttpSession	putValue(String, Object)	As of Version 2.2, this method is replaced by HttpSession.setAttribute(java.lang.String, java.lang.Object)
IC_ASRVDEP_023	javax.servlet.http.HttpSession.removeValue(String)	javax.servlet.http.HttpSession	removeValue(String)	As of Version 2.2, this method is replaced by HttpSession.removeAttribute(java.lang.String)
IC_ASRVDEP_024	javax.servlet.http.HttpServletResponseWrapper.setStatus(int, String)	javax.servlet.http.HttpServletResponseWrapper	setStatus(int, String)	As of Version 3.0 of the Java Servlet API
IC_ASRVDEP_025	javax.servlet.http.HttpServletResponse.setStatus(int, String)	javax.servlet.http.HttpServletResponse	setStatus(int, String)	As of version 2.1, due to ambiguous meaning of the message parameter. To set a status code use setStatus(int), to send an error with a description use sendError(int, String).
IC_ASRVDEP_026	javax.servlet.UnavailableException(int, Servlet, String)	javax.servlet	UnavailableException(int, Servlet, String)	As of Java Servlet API 2.2, use UnavailableException.UnavailableException(String, int) instead.
IC_ASRVDEP_027	javax.servlet.UnavailableException(Servlet, String)	javax.servlet	UnavailableException(Servlet, String)	As of Java Servlet API 2.2, use UnavailableException.UnavailableException(String) instead
IC_JDDM_5362	"javax.sql.rowset.BaseRowSet.setUnicodeStream(int, InputStream, int)"	javax.sql.rowset.BaseRowSet	"setUnicodeStream(int, InputStream, int)"	getCharacterStream should be used in its place	
IC_JDDF_7045	javax.sql.rowset.CachedRowSet.COMMIT_ON_ACCEPT_CHANGES	javax.sql.rowset.CachedRowSet	COMMIT_ON_ACCEPT_CHANGES	"Because this field is final (it is part of an interface), its value cannot be changed."	
IC_JDDF_9196	javax.sql.rowset.CachedRowSet.COMMIT_ON_ACCEPT_CHANGES	javax.sql.rowset.CachedRowSet	COMMIT_ON_ACCEPT_CHANGES	"Because this field is final (it is part of an interface), its value cannot be changed."	
IC_JDDM_9665	"javax.sql.rowset.BaseRowSet.setUnicodeStream(int, InputStream, int)"	javax.sql.rowset.BaseRowSet	"setUnicodeStream(int, InputStream, int)"	getCharacterStream should be used in its place	
IC_JDDM_X600	"javax.sql.rowset.BaseRowSet.setUnicodeStream?(int, InputStream, int)"	javax.sql.rowset.BaseRowSet	"setUnicodeStream?(int, InputStream, int)"	getCharacterStream should be used in its place	
IC_RSRVDEP_294	javax.validation.ConstraintValidatorContext.ConstraintViolationBuilder.addNode(String)	javax.validation.ConstraintValidatorContext.ConstraintViolationBuilder.	addNode(String)	since 1.1 - replaced by ConstraintValidatorContext.ConstraintViolationBuilder.addPropertyNode(String), ConstraintValidatorContext.ConstraintViolationBuilder.addBeanNode() and ConstraintValidatorContext.ConstraintViolationBuilder.addParameterNode(int)
IC_RSRVDEP_295	javax.validation.ConstraintValidatorContext.ConstraintViolationBuilder.NodeBuilderDefinedContext.addNode(String)	javax.validation.ConstraintValidatorContext.ConstraintViolationBuilder.NodeBuilderDefinedContext.	addNode(String)	since 1.1 - replaced by ConstraintValidatorContext.ConstraintViolationBuilder.NodeBuilderDefinedContext.addPropertyNode(String) and ConstraintValidatorContext.ConstraintViolationBuilder.NodeBuilderDefinedContext.addBeanNode()
IC_RSRVDEP_296	javax.validation.ConstraintValidatorContext.ConstraintViolationBuilder.NodeBuilderCustomizableContext.addNode(String)	javax.validation.ConstraintValidatorContext.ConstraintViolationBuilder.NodeBuilderCustomizableContext.	addNode(String)	since 1.1 - replaced by ConstraintValidatorContext.ConstraintViolationBuilder.NodeBuilderCustomizableContext.addPropertyNode(String) and ConstraintValidatorContext.ConstraintViolationBuilder.NodeBuilderCustomizableContext.addBeanNode()
IC_RSRVDEP_297	javax.validation.ConstraintValidatorContext.ConstraintViolationBuilder.NodeContextBuilder.addNode(String)	javax.validation.ConstraintValidatorContext.ConstraintViolationBuilder.NodeContextBuilder.	addNode(String)	since 1.1 - replaced by ConstraintValidatorContext.ConstraintViolationBuilder.NodeContextBuilder.addPropertyNode(String) and ConstraintValidatorContext.ConstraintViolationBuilder.NodeContextBuilder.addBeanNode()
IC_JDDM_9405	"jdk.nashorn.api.scripting.AbstractJSObject.getDefaultValue(JSObject, Class<?>)"	jdk.nashorn.api.scripting.AbstractJSObject	"getDefaultValue(JSObject, Class<?>)"	use JSObject.getDefaultValue(Class) instead.	
IC_JDDM_9690	jdk.nashorn.api.scripting.AbstractJSObject.toNumber()	jdk.nashorn.api.scripting.AbstractJSObject	toNumber()	use JSObject.getDefaultValue(Class) with Number hint instead.	
IC_JDRE_XI001	jdk.nashorn.api.scripting.AbstractJSObject	jdk.nashorn.api.scripting	AbstractJSObject	"Nashorn JavaScript script engine and APIs, and the jjs tool are deprecated with the intent to remove them in a future release."	 
IC_JDDM_X685	"jdk.nashorn.api.scripting.AbstractJSObject.getDefaultValue?(JSObject, Class<?>)"	jdk.nashorn.api.scripting.AbstractJSObject	"getDefaultValue?(JSObject, Class<?>)"	use JSObject.getDefaultValue(Class) instead.	
IC_RSRVDEP_095	org.hibernate.annotations.SortType	org.hibernate.annotations.	SortType	Since Sort is deprecated.
IC_RSRVDEP_122	org.hibernate.annotations.AccessType	org.hibernate.annotations.	AccessType	Use AttributeAccessor instead; renamed to avoid confusion with the JPA AccessType enum.
IC_RSRVDEP_131	org.hibernate.annotations.Entity	org.hibernate.annotations.	Entity	See individual attributes for intended replacements. To be removed in 4.1
IC_RSRVDEP_134	org.hibernate.annotations.ForeignKey	org.hibernate.annotations.	ForeignKey	Prefer the JPA 2.1 introduced ForeignKey instead.
IC_RSRVDEP_136	org.hibernate.annotations.Index	org.hibernate.annotations.	Index	Using Index instead.
IC_RSRVDEP_137	org.hibernate.annotations.IndexColumn	org.hibernate.annotations.	IndexColumn	Prefer the standard JPA OrderColumn annotation and the Hibernate specific ListIndexBase (for replacing IndexColumn.base()).
IC_RSRVDEP_151	org.hibernate.annotations.Sort	org.hibernate.annotations.	Sort	Use SortComparator or SortNatural instead depending on need.
IC_RSRVDEP_334	org.hibernate.annotations.common.util.ReflectHelper.classForName(String, Class)	org.hibernate.annotations.common.util.ReflectHelper.	classForName(String, Class)	Deprecated in favor of ClassLoaderDelegate
IC_RSRVDEP_335	org.hibernate.annotations.common.reflection.java.JavaReflectionManager.classForName(String, Class)	org.hibernate.annotations.common.reflection.java.JavaReflectionManager.	classForName(String, Class)	Need to Verify
IC_RSRVDEP_336	org.hibernate.annotations.common.reflection.ReflectionManager.classForName(String, Class<T>)	org.hibernate.annotations.common.reflection.ReflectionManager.	classForName(String, Class<T>)	Instead use
IC_RSRVDEP_1051	org.hibernate.annotations.CascadeType.DELETE_ORPHAN	org.hibernate.annotations.CascadeType.	DELETE_ORPHAN	use @OneToOne(orphanRemoval=true) or @OneToMany(orphanRemoval=true)
IC_RSRVDEP_1052	org.hibernate.annotations.CascadeType.EVICT	org.hibernate.annotations.CascadeType.	EVICT	use javax.persistence.CascadeType.DETACH
IC_RSRVDEP_1055	org.hibernate.annotations.FlushModeType.NEVER	org.hibernate.annotations.FlushModeType.	NEVER	use MANUAL, will be removed in a subsequent release
IC_RSRVDEP_1061	org.hibernate.annotations.Entity.dynamicInsert	org.hibernate.annotations.Entity.	dynamicInsert	use DynamicInsert instead
IC_RSRVDEP_1062	org.hibernate.annotations.Entity.dynamicUpdate	org.hibernate.annotations.Entity.	dynamicUpdate	Use DynamicUpdate instead
IC_RSRVDEP_1063	org.hibernate.annotations.Tuplizer.entityMode	org.hibernate.annotations.Tuplizer.	entityMode	should use #entityModeType instead
IC_RSRVDEP_1065	org.hibernate.annotations.Entity.mutable	org.hibernate.annotations.Entity.	mutable	use Immutable
IC_RSRVDEP_1067	org.hibernate.annotations.Entity.optimisticLock	org.hibernate.annotations.Entity.	optimisticLock	use OptimisticLocking instead.
IC_RSRVDEP_1068	org.hibernate.annotations.Entity.persister	org.hibernate.annotations.Entity.	persister	use Persister instead
IC_RSRVDEP_1069	org.hibernate.annotations.Entity.polymorphism	org.hibernate.annotations.Entity.	polymorphism	use Polymorphism instead
IC_RSRVDEP_1072	org.hibernate.annotations.Entity.selectBeforeUpdate	org.hibernate.annotations.Entity.	selectBeforeUpdate	Use SelectBeforeUpdate instead
IC_RSRVDEP_095	org.hibernate.annotations.SortType	org.hibernate.annotations.	SortType	Since Sort is deprecated.
IC_RSRVDEP_122	org.hibernate.annotations.AccessType	org.hibernate.annotations.	AccessType	Use AttributeAccessor instead; renamed to avoid confusion with the JPA AccessType enum.
IC_RSRVDEP_131	org.hibernate.annotations.Entity	org.hibernate.annotations.	Entity	See individual attributes for intended replacements. To be removed in 4.1
IC_RSRVDEP_134	org.hibernate.annotations.ForeignKey	org.hibernate.annotations.	ForeignKey	Prefer the JPA 2.1 introduced ForeignKey instead.
IC_RSRVDEP_136	org.hibernate.annotations.Index	org.hibernate.annotations.	Index	Using Index instead.
IC_RSRVDEP_137	org.hibernate.annotations.IndexColumn	org.hibernate.annotations.	IndexColumn	Prefer the standard JPA OrderColumn annotation and the Hibernate specific ListIndexBase (for replacing IndexColumn.base()).
IC_RSRVDEP_151	org.hibernate.annotations.Sort	org.hibernate.annotations.	Sort	Use SortComparator or SortNatural instead depending on need.
IC_RSRVDEP_334	org.hibernate.annotations.common.util.ReflectHelper.classForName(String, Class)	org.hibernate.annotations.common.util.ReflectHelper.	classForName(String, Class)	Deprecated in favor of ClassLoaderDelegate
IC_RSRVDEP_335	org.hibernate.annotations.common.reflection.java.JavaReflectionManager.classForName(String, Class)	org.hibernate.annotations.common.reflection.java.JavaReflectionManager.	classForName(String, Class)	Need to Verify
IC_RSRVDEP_336	org.hibernate.annotations.common.reflection.ReflectionManager.classForName(String, Class<T>)	org.hibernate.annotations.common.reflection.ReflectionManager.	classForName(String, Class<T>)	Instead use
IC_RSRVDEP_1051	org.hibernate.annotations.CascadeType.DELETE_ORPHAN	org.hibernate.annotations.CascadeType.	DELETE_ORPHAN	use @OneToOne(orphanRemoval=true) or @OneToMany(orphanRemoval=true)
IC_RSRVDEP_1052	org.hibernate.annotations.CascadeType.EVICT	org.hibernate.annotations.CascadeType.	EVICT	use javax.persistence.CascadeType.DETACH
IC_RSRVDEP_1055	org.hibernate.annotations.FlushModeType.NEVER	org.hibernate.annotations.FlushModeType.	NEVER	use MANUAL, will be removed in a subsequent release
IC_RSRVDEP_1061	org.hibernate.annotations.Entity.dynamicInsert	org.hibernate.annotations.Entity.	dynamicInsert	use DynamicInsert instead
IC_RSRVDEP_1062	org.hibernate.annotations.Entity.dynamicUpdate	org.hibernate.annotations.Entity.	dynamicUpdate	Use DynamicUpdate instead
IC_RSRVDEP_1063	org.hibernate.annotations.Tuplizer.entityMode	org.hibernate.annotations.Tuplizer.	entityMode	should use #entityModeType instead
IC_RSRVDEP_1065	org.hibernate.annotations.Entity.mutable	org.hibernate.annotations.Entity.	mutable	use Immutable
IC_RSRVDEP_1067	org.hibernate.annotations.Entity.optimisticLock	org.hibernate.annotations.Entity.	optimisticLock	use OptimisticLocking instead.
IC_RSRVDEP_1068	org.hibernate.annotations.Entity.persister	org.hibernate.annotations.Entity.	persister	use Persister instead
IC_RSRVDEP_1069	org.hibernate.annotations.Entity.polymorphism	org.hibernate.annotations.Entity.	polymorphism	use Polymorphism instead
IC_RSRVDEP_1072	org.hibernate.annotations.Entity.selectBeforeUpdate	org.hibernate.annotations.Entity.	selectBeforeUpdate	Use SelectBeforeUpdate instead
IC_RSRVDEP_095	org.hibernate.annotations.SortType	org.hibernate.annotations.	SortType	Since Sort is deprecated.
IC_RSRVDEP_122	org.hibernate.annotations.AccessType	org.hibernate.annotations.	AccessType	Use AttributeAccessor instead; renamed to avoid confusion with the JPA AccessType enum.
IC_RSRVDEP_131	org.hibernate.annotations.Entity	org.hibernate.annotations.	Entity	See individual attributes for intended replacements. To be removed in 4.1
